id,nom,nom_developpe,guide_eco,guide_innov,eti,secteur_eco,secteur_innov,adr0,adr1,adr2,cp,ville,cedex,pays,tel1,tel2,fax,email,web,siren,siret,naf,sicovam,forme_juridique,autre_forme_juridique,etablissement,type_structure,actionnaire,nationalite,effectif,annee_effectif,ca,annee_ca,groupe,nationalite_groupe,effectif_groupe,annee_effectif_groupe,ca_groupe,annee_ca_groupe,regroupement,contact_maj_civ,contact_maj_nom,contact_maj_prenom,contact_maj_fonction,contact_maj_email,contact_maj_tel,changed,
8431,NEW EST,,0,0,0,Opérateurs et voyagistes,NULL,,45 rue Lesdiguieres,,38000,Grenoble,NULL,FR,04 76 47 19 18,,04 76 47 19 14,,www.new-east.fr,381345065,38134506500076,7911Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962682,
8432,RIBEIRO VOYAGES,,0,0,0,Opérateurs et voyagistes,NULL,,26bis rue Nicolas Chorier,,38000,Grenoble,NULL,FR,04 76 84 40 84,,04 76 21 72 22,,www.ribeirovoyages.fr,312310089,31231008900023,7911Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962682,
8433,MAGIC EVASION,,0,0,0,Opérateurs et voyagistes,NULL,,22 quai Fulchiron,,69005,Lyon,NULL,FR,04 72 40 92 48,,,infos@magicevasion.com,www.magicevasion-groupe.com,388851149,38885114900020,7911Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962682,
8434,MEKONG EVASION,,0,0,0,Opérateurs et voyagistes,NULL,,11 rue de Marseille,,69007,Lyon,NULL,FR,04 78 61 98 60,,04 72 76 21 13,infos@mekong-evasion.fr,www.mekongevasion.fr,409195401,40919540100016,7911Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962682,
8435,EVENEMENTS ET VOYAGES,,0,0,0,Opérateurs et voyagistes,NULL,,47 chemin des Barbieres,,38670,Chasse-sur-Rhône,NULL,FR,0825 566 766,04 72 49 72 41,04 69 96 47 14,contact@evenements-et-voyages.com,www.evenements-et-voyages.com,418138467,41813846700059,7911Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962682,
8436,MARMARA,,0,0,0,Opérateurs et voyagistes,NULL,,62 av. de Saxe,,69003,Lyon,NULL,FR,04 37 42 84 84,,04 37 42 84 85,lyon@marmara.com,www.marmara.com,318043304,31804330400000,7911Z,,SAS,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8437,MARMARA,,0,0,0,Opérateurs et voyagistes,NULL,,39 rue Chabot Charny,,21000,Dijon,NULL,FR,03 80 68 08 08,,03 80 66 42 23,dijon@marmara.com,www.marmara.com,318043304,31804330400381,7912Z,,SAS,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8438,MARMARA,,0,0,0,Opérateurs et voyagistes,NULL,,15 rue Blanqui,,42000,Saint-Etienne,NULL,FR,04 77 21 24 24,,04 77 30 77 18,saintetienne@marmara.com,www.marmara.com,318043304,31804330400365,7912Z,,SAS,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8439,MARMARA,,0,0,0,Opérateurs et voyagistes,NULL,,24bis av. Felix Viallet,,38000,Grenoble,NULL,FR,04 76 85 08 50,,04 76 85 09 70,grenoble@marmara.com,www.marmara.com,318043304,31804330400373,7912Z,,SAS,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8440,DESTINATION PROVENCE,,0,0,0,Opérateurs et voyagistes,NULL,,9 rue Barthelemy Roux,,26000,Valence,NULL,FR,06 82 06 56 52,,,info@destination-provence.fr,www.destination-provence.fr,502865090,50286509000018,7911Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8443,GRAND ANGLE,,0,0,0,Opérateurs et voyagistes,NULL,,,,38112,Méaudre,NULL,FR,04 76 95 23 00,,04 76 95 24 78,info@grandangle.fr,www.grandangle.fr,388818239,38881823900013,7911Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8444,HÔTEL AU COEUR DU VILLAGE,,0,0,0,Hôtellerie,NULL,,26 montée du Château,,74220,La Clusaz,NULL,FR,04 50 01 50 01,,,info@hotel-aucoeurduvillage.fr,www.hotel-aucoeurduvillage.fr,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,Groupe PVG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962741,
8445,GROUPE MICHEL FERRERO,NULL,1,0,0,Autres services,NULL,NULL,43 rue Charles Pravaz,BP 144,73001,Chambéry ,cedex,FR,04 79 96 00 88,NULL,04 79 96 04 27,NULL,www.groupe-michel-ferrero.com,408396455,40839645500029,6420Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1480089185,
8446,LYON CITÉ CAMPUS,NULL,0,0,0,Formation supérieure,NULL,PRES Université de Lyon - Quartier Sergent Blandan,37 rue du Repos,NULL,69361,Lyon ,cedex 07,FR,NULL,NULL,NULL,NULL,www.lyoncitecampus.fr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1543082401,
8447,AXELEO,NULL,1,1,0,Aide aux entreprises,Incubateurs,NULL,73 rue de la République,NULL,69002,Lyon,NULL,FR,06 48 00 66 74,NULL,NULL,eburdier@axeleo.com,www.axeleo.com,798321550,79832155000013,7022Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542305136,
8448,FABIENNE TRACOU COM'UN RESEAU,NULL,0,0,0,Edition,NULL,NULL,10 avenue de Ménival,NULL,69005,Lyon,NULL,FR,06 16 18 28 65,NULL,06 16 18 28 65,ftracou@gmail.com,www.fabiennetracou.com,525 319 398,525 319 398 00018,7021Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1541764786,
8449,ANGELOR,NULL,1,1,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),Business Angels,NULL,22 rue Séguin,NULL,69002,Lyon,NULL,FR,04 78 59 40 90,NULL,NULL,contact@angelor.fr,www.angelor.fr,499083657,49908365700019,7022Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,4,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1507898258,
8450,MÉDIPÔLE DE SAVOIE,,1,0,0,Hôpitaux et cliniques,NULL,,Av. des Massettes,,73190,Challes-les-Eaux,NULL,FR,04 79 26 80 80,,,,www.medipole-de-savoie.fr,512715947,51271594700028,8610Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962801,
8451,TENERRDIS,NULL,1,0,0,Pôles de compétitivité / Clusters,NULL,Polytec,19 rue des Berges,NULL,38024,Grenoble ,cedex,FR,04 76 51 85 34,NULL,04 76 54 34 69,NULL,www.tenerrdis.fr,NULL,NULL,NULL,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1547198824,
8452,CETIAT,Centre technique des industries aérauliques et thermiques,1,1,0,Recherche,Centres Techniques,Domaine scientifique de la Doua,25 av. des Arts,BP 52042,69603,Villeurbanne ,cedex,FR,04 72 44 49 00,NULL,04 72 44 49 49,NULL,www.cetiat.fr,775686967,77568696700024,7219Z,NULL,NULL,Centre technique,Siège,Entreprise,NULL,NULL,133,2017,12,6 M€,2017,NULL,NULL,NULL,NULL,12 M€,2013,NULL,M.,NULL,NULL,NULL,NULL,NULL,1535707993,
8453,ONERA MODANE-AVRIEUX,Office national d'études et de recherches aérospatiales,1,0,0,Recherche,NULL,NULL,RD 215,BP 25,73500,Modane,NULL,FR,04 79 20 21 22,NULL,04 79 20 21 68,NULL,www.onera.fr,775722879,77572287900035,7219Z,NULL,EPCI,NULL,Etablissement secondaire,Secteur public,NULL,NULL,1900 à 1999,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1509019220,
8454,VINCI CONSTRUCTION FRANCE - DIRECTION CENTRE-EST,NULL,1,0,0,Bâtiment / Travaux publics,NULL,NULL,55 avenue Paul Krüger,NULL,69100,Villeurbanne,NULL,FR,04 72 15 61 61,NULL,04 72 15 61 62,NULL,www.vinci-construction.fr,380448944,38044894400070,4120B,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,Vinci,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1542202655,
8455,SARL ALGORYS,,0,0,0,Etudes / Ingénierie / Architecture,NULL,Immeuble Le Pyramide,206, Rue de Gerland,,69007,LYON,NULL,FR,0472715720,,/,a.carat@algorys.com,www.algorys.com/,420 768 046,42076804600054,6202A,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962801,
8456,FREYSSINET FRANCE,NULL,1,0,0,Bâtiment / Travaux publics,NULL,NULL,7 route du Caillou,BP 50125,69630,Chaponost,NULL,FR,04 78 51 46 22,NULL,NULL,freyssinet.ra@freyssinet.com,www.freyssinet.fr,334057361,33405736100290,4399D,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,Vinci,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542197686,
8457,CADEXPERT,NULL,0,0,0,Logiciels / Services Numériques,NULL,Le Sirocco,5 allée des séquoias,NULL,69760,Limonest,NULL,FR,04 78 66 84 24,NULL,04 72 52 95 85,thierry.monclaire@cadexpert.fr,www.cadexpert.fr,414965558,41496555800060,6202A,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,20 à 49,2017,6,1 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,isabelle.amory@cadexpert.fr,NULL,1563896202,
8458,INTRINSEC,NULL,1,0,0,Logiciels / Services Numériques,NULL,NULL,19 rue Jean Bourgey,NULL,69100,Villeurbanne,NULL,FR,04 26 83 01 92,NULL,04 26 29 85 71,NULL,www.intrinsec.com,402336085,40233608500053,6203Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,199,2016,30,1 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1530277723,
8459,COLLIERS INTERNATIONAL FRANCE,NULL,1,0,0,Immobilier d'entreprise,NULL,Tour Part-Dieu,129 rue Servient,NULL,690003,Lyon ,NULL,FR,04 78 63 64 80,NULL,NULL,NULL,www.colliers.com,344443296,34444329600068,7022Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,Etats-Unis,20,2016,NULL,NULL,Colliers International Group,Etats Unis,224,2017,66,1 M€,2017,NULL,NULL,FLEURY,Caroline,NULL,caroline.fleury@colliers.com,NULL,1564058604,
8460,AIR CAMPUS SIMUFLIGHT CENTER,,0,0,0,Formation professionnelle,NULL,,Aéroport Lyon Saint-Exupéry,BP 138,69125,Colombier-Saugnieu,NULL,FR,04 82 53 33 23,,04 82 53 38 07,contact@aircampus.aero,www.air-campus.com,489998948,48999894800025,8542Z,,SA,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1472962861,
8461,STERIA RHÔNE-ALPES,,1,0,0,Logiciels / Services Numériques,NULL,,41 quai Fulchiron,,69321,Lyon ,cedex  05,FR,04 72 13 37 10,,04 72 13 37 36,,www.steria.fr,309256105,30925610500508,6202B,,SA,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962861,
8462,PRESTIBAT IMMOBILIER,NULL,1,0,0,Habitat,NULL,NULL,13 Rue de l'Égalité,NULL,69740,Genas,NULL,FR,04 78 90 67 88,NULL,NULL,NULL,www.prestibat-immobilier.fr,394963474,39496347400058,6810Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,8,NULL,3,2 M€,2015,NULL,NULL,NULL,NULL,3,2 M€,2015,CA 2015 : 3,2 M€,NULL,NULL,NULL,NULL,NULL,NULL,1563955514,
8463,SONDALP,NULL,1,0,0,Bâtiment / Travaux publics,NULL,NULL,16 rue de l'Aqueduc,NULL,69210,Lentilly,NULL,FR,04 78 48 06 34,NULL,04 78 48 86 31,contact@sondalp.fr,www.sondalp.fr,308702992,30870299200048,4399D,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,20,2018,4,5 M€,2018,Suez Eau France,NULL,6979,2017, 2 058 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563956476,
8464,LGM DIRECTION RÉGIONALE AUVERGNE-RHÔNE-ALPES,NULL,1,0,0,Etudes / Ingénierie / Architecture,NULL,Le Rive de Saône,41 quai Fulchiron,NULL,69005,Lyon,NULL,FR,04 78 38 45 00,NULL,04 78 38 45 01,NULL,www.lgmgroup.fr,380902569,38090256900181,7022Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,552,2016,66,4 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1526635970,
8466,ALKERN SUD,,1,0,0,Bâtiment / Construction,NULL,,170-180 av. Franklin Roosevelt,,69517,Vaulx-en-Velin,NULL,FR,04 72 15 22 90,,04 78 26 32 10,,www.tarmac.fr,817220171,81722017100075,2361Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962921,
8467,SOPRA BANKING SOFTWARE,NULL,1,0,0,Logiciels / Services Numériques,NULL,NULL,PAE des Glaisins,NULL,74940,Annecy-le-Vieux,NULL,FR,04 50 33 30 30,NULL,NULL,accueil@soprabanking.com,www.soprabanking.com,450792999,45079299900028,NULL,NULL,SA,NULL,NULL,Entreprise,NULL,NULL,1250,2016,193,8 M€,2016,Sopra Steria Group,NULL,NULL,NULL,NULL,NULL,NULL,M.,Christophe,DUJARDIN,NULL,christophe.dujardin@soprasteria.com,NULL,1544719283,
8468,UTIADE,NULL,0,0,0,Habitat,NULL,Parc Millesime  - Bât 4,119 rue Michel Aulas,NULL,69400,Limas,NULL,FR,09 66 43 29 82,NULL,04 74 67 91 49,contact@utiade.com,www.utiade.com,508393576,50839357600014,4110A,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542273561,
8469,IDÉAL-ENVIRONNEMENT,Société pour l'innovation et le développement de l'éco-attitude et des labels,0,0,0,Environnement,NULL,,5 pl. Edgar Quinet,,69006,Lyon,NULL,FR,0 800 880 880,,,contact@terresens.com,www.terresens.com,521018804,52101880400018,7112B,,SARL,NULL,Siège,Entreprise,,,2,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962921,
8470,CAVE SAINT CYR,,0,0,0,Agroalimentaire,NULL,,Les Pérelles,,69480,Anse,NULL,FR,04 74 60 23 69,,04 74 60 23 26,email@beaujolais-saintcyr.com,www.beaujolais-saintcyr.com,422327106,42232710600015,4725Z,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962921,
8471,LAFARGEHOLCIM BÉTONS SUD-EST ,NULL,1,0,0,Bâtiment / Construction,NULL,NULL,8 rue de Fos-sur-Mer,NULL,69007,Lyon,NULL,FR,NULL,NULL,NULL,NULL,www.lafarge-france.fr,414815043,41481504300826,2363Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,1116,2016,642,6 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1539261464,
8472,ALTINNOVA,NULL,1,0,0,Biens d'équipement,NULL,NULL,Parc les Plaines,NULL,42160,BONSON,NULL,FR,04 77 52 32 88,NULL,04 27 40 75 46,NULL,www.altinnova.com,448308254,44830825400029,2899B,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,15,2016,2,7 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1538130037,
8473,SOCIÉTÉ GÉNÉRALE PRIVATE BANKING RHÔNE-ALPES BOURGOGNE AUVERGNE,,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,33 av. Foch,,69006,Lyon,NULL,FR,04 37 45 27 61,,04 37 45 27 79,,www.privatebanking.societegenerale.fr,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1472962921,
8475,CCI INTERNATIONAL AUVERGNE-RHÔNE-ALPES,Chambre de commerce et d'industrie,1,0,0,Accompagnement international,NULL,NULL,32 quai Perrache,CS 10015,69286,Lyon ,cedex 02,FR,04 72 11 43 43,NULL,04 72 11 43 62,NULL,www.rhone-alpes.cci.fr,186930004,18693000400053,NULL,NULL,NULL,NULL,Siège,Organisme consulaire,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1549020202,
8477,BANQUE THEMIS DÉLÉGATION RÉGIONALE RHÔNE-ALPES AUVERGNE,,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,18 rue de la République,,69002,Lyon,NULL,FR,04 78 92 28 80,06 08 03 92 95 (JL Cochard),04 78 92 28 81,,www.themisbanque.com,302077458,30207745800115,6419Z,,SA,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472962981,
8478,HUDSON GLOBAL RESSOURCES,NULL,1,0,0,Recrutement / Interim,NULL,Immeuble le Forum,33 rue Maurice Flandin,NULL,69003,Lyon,NULL,FR,04 72 82 02 00,NULL,04 78 92 55 44,hudson.lyon@hudson.com,www.hudson.com,388484008,38848400800171,7022Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542999814,
8479,OFFICE DE TOURISME INTERCOMMUNAL SOURCES DU LAC D'ANNECY - PAYS DE FAVERGES,NULL,1,0,0,Agences et Offices de tourisme / Stations,NULL,NULL,Place Marcel Piquand,NULL,74210,Faverges,NULL,FR,04 50 44 60 24,NULL,04 50 44 45 96,accueil@sources-lac-annecy.com,www.sources-lac-annecy.com,NULL,NULL,NULL,NULL,NULL,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1543152445,
8480,AKANEA,NULL,1,0,0,Logiciels / Services Numériques,NULL,Celtic Parc  - ZAC du Bois des Côtes ,304 route Nationale 6,NULL,69760,Limonest,NULL,FR,09 72 72 23 62,NULL,04 78 35 12 12,contact@akanea.com,www.akanea.com,330573775,33057377500203,5829C,NULL,SAS,NULL,Siège,Entreprise,Groupe ISAGRI,NULL,160,2017,18.9 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,DAVID,Isabelle,Responsable marketing,isabelle.david@akanea.com,NULL,1540369157,
8494,FAUBOURG SAINT NESTOR,,0,0,0,Commerce / Négoce,NULL,,33 RUE SAINT NESTOR,,69008,LYON,NULL,FR,09 72 16 47 82,,00 00 00 00 00,contact@faubourg-saint-nestor.com,www.franceabris.com,52183936500017,521839365,4791B,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472963041,
8500,CO-EFFICIENCE,NULL,1,0,0,Recrutement / Interim,NULL,NULL,269 rue Duguesclin,NULL,69003,Lyon,NULL,FR,04 78 60 54 84,NULL,04 82 53 05 00,contact@co-efficienceconseil.com,www.co-efficienceconseil.com,519719132,51971913200028,7022Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,6 à 9,2017,0,8 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510913888,
8502,CREPI LYON-RHÔNE,Clubs Régionaux d'Entreprises Partenaires de l'Insertion,1,0,0,Insertion / Social,NULL,NULL,3 rue Hrant Dink,NULL,69002,Lyon,NULL,FR,04 78 26 19 27,NULL,NULL,NULL,www.crepi.org,NULL,NULL,NULL,NULL,Assoc,NULL,Siège,Association,NULL,NULL,60 entreprises,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543071948,
8504,RHÔNEXPRESS-CFTA RHÔNE,NULL,1,0,0,Logistique / Transport,NULL,NULL,190 rue Antoine Becquerel,NULL,69881,Meyzieu ,cedex,FR,0 826 00 17 18,NULL,NULL,NULL,www.rhonexpress.fr,489304907,48930490700038,4931Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1555331818,
8505,ALTEN ,NULL,1,0,0,Etudes / Ingénierie / Architecture,NULL,NULL,75 cours Emile Zola,NULL,69100,Villeurbanne,NULL,FR,04 37 44 22 00,NULL,NULL,NULL,www.alten.fr,348607417,34860741700246,6202A,NULL,SA,NULL,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34000,2018,2,269 Md€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1560259386,
43994,Grant Alexander ,NULL,0,0,0,Recrutement / Interim,NULL, ,2 rue du Président Carnot,NULL,69002,Lyon,NULL,FR,04 72 07 47 63,NULL,NULL,alexis.pariset@grantalexander.com,www.grantalexander.com,398736314,39873631400194,7810Z,NULL,NULL,NULL,Etablissement secondaire,Entreprise,NULL,NULL,10,2019,2 M€,2019,GRANT ALEXANDER ,Française,40,2019,9 M€,2019,NULL,NULL,NULL,NULL,NULL,alexis.pariset@grantalexander.com,NULL,1564062645,
8506,DISPANO,NULL,1,0,0,Commerce / Négoce,NULL,NULL,2080 avenue des Landiers,NULL,73000,Chambéry,NULL,FR,04 79 96 80 80,NULL,NULL,NULL,www.dispano.fr,508102159,50810215900029,4673A,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,1300,2018,390 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563958952,
8507,AGRICA DIRECTION RÉGIONALE,,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,3 rue de la Charité,,69002,Lyon,NULL,FR,04 72 40 84 31,,04 72 77 14 64,,www.groupagrica.com,130010036,13001003600015,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472963162,
8509,AGENCE PLANÈTE (ex-PLANÈTE COM),NULL,1,0,0,Communication / Evénementiel,NULL,NULL,18-20 rue Tronchet ,NULL,69006,Lyon,NULL,FR,09 82 23 03 86,NULL,NULL,contact@agence-planete.fr,www.agence-planete.fr,524224128,52422412800024,7021Z,NULL,SARL,NULL,Etablissement secondaire,Entreprise,NULL,NULL,8,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,contact@agence-planete.fr,NULL,1562253152,
8511,EPHITEC,NULL,0,0,0,Logiciels / Services Numériques,NULL,NULL,21 avenue Jeanne d'Arc,NULL,38100,Grenoble,NULL,FR,NULL,NULL,NULL,contact@ephitec.com,www.ephitec.com,802535468,80253546800010,5829C,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,BUIRET,Leo,DG,leo.buiret@gmail.com,NULL,1509008114,
8512,CER FRANCE RHÔNE,,1,0,0,Comptabilité / Expertise-comptable,NULL,,18 av. des Monts d'Or,,69890,La Tour-de-Salvagny,NULL,FR,04 78 19 60 30,,04 78 19 60 31,contact@69.cerfrance.fr,www.cerfrance69.fr,,,,,Assoc,NULL,NULL,Association,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472963162,
8513,CER FRANCE ISÈRE,,1,0,0,Comptabilité / Expertise-comptable,NULL,,40 av. Marcelin Berthelot,CS 62614,38036,Grenoble ,cedex  2,FR,04 76 20 68 70,,04 76 09 84 81,contact@38.cerfrance.fr,www.cerfrance-isere.fr,,,,,Assoc,NULL,NULL,Association,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472963162,
8514,CER FRANCE LOIRE,NULL,1,0,0,Comptabilité / Expertise-comptable,NULL,NULL,3 rue Claude Odde,BP 30631,42041,Saint-Étienne ,cedex  1,FR,04 77 92 86 72,NULL,04 77 92 86 77,contact@42.cerfrance.fr,www.loire.cerfrance.fr,499870087,49987008700057,6920Z,NULL,Assoc,NULL,Siège,Association,NULL,NULL,140,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,contact@42.cerfrance.fr,NULL,1475742679,
